user_id,gross_usd,net_usd,dt,type
127075,11.19,9.64,2022-01-05 16:00:22.896229,3
127091,8.51,7.63,2022-01-06 09:45:22.383224,2
127114,10.34,9.02,2022-01-06 16:58:39.107191,4
127115,6.02,4.68,2022-01-07 02:36:32.637926,2
127130,4.6,4.07,2022-01-02 20:11:38.550986,4
127137,4.97,3.61,2022-01-03 15:17:19.078391,6
127165,3.18,2.0,2022-01-03 02:11:37.902979,2
127166,2.64,1.25,2022-01-04 20:41:19.272793,2
127175,6.02,5.26,2022-01-06 09:31:08.742687,4
127176,8.09,7.1,2022-01-07 17:54:40.532805,6
127196,1.91,0.34,2022-01-02 04:47:53.692737,3
127197,8.95,8.38,2022-01-02 07:25:47.979480,1
127202,5.0,3.82,2022-01-05 12:17:19.834398,6
127216,4.57,3.83,2022-01-02 02:55:06.345063,1
127226,3.35,3.14,2022-01-04 22:06:29.883899,5
127245,9.86,9.51,2022-01-06 06:24:24.710647,5
127262,6.36,5.57,2022-01-01 23:23:28.442084,1
127307,4.5,2.88,2022-01-03 00:35:47.061471,4
127310,6.69,5.89,2022-01-06 00:31:26.562866,6
127328,7.9,7.73,2022-01-02 04:18:19.018990,3
127335,4.45,4.18,2022-01-04 05:20:00.432004,4
127345,9.4,8.12,2022-01-04 00:00:49.680497,4
127360,5.41,4.2,2022-01-01 20:09:15.125551,6
127369,6.02,4.96,2022-01-04 04:15:59.049590,2
127407,5.93,4.65,2022-01-03 11:34:27.248672,5
127410,5.88,5.13,2022-01-05 00:08:21.989020,3
127415,2.78,2.1,2022-01-03 18:23:18.181982,4
127416,7.4,6.08,2022-01-03 22:17:35.170552,5
127461,6.27,4.7,2022-01-06 19:54:26.060661,5
127473,8.96,8.19,2022-01-04 05:49:18.257583,5
127482,4.07,3.22,2022-01-01 13:32:11.815318,1
127497,2.24,0.91,2022-01-02 10:10:04.158042,3
127511,8.01,7.94,2022-01-06 17:09:30.569706,3
127574,6.08,4.3,2022-01-04 03:43:58.358384,5
127601,10.13,9.44,2022-01-07 14:05:43.659437,2
127610,7.01,6.4,2022-01-04 21:18:45.695257,1
127635,8.51,6.99,2022-01-04 17:00:42.228422,2
127649,5.56,4.49,2022-01-01 20:44:09.914499,3
127676,2.49,2.36,2022-01-07 04:16:30.585906,3
127683,9.27,8.09,2022-01-06 05:21:47.569076,5
127722,10.4,9.69,2022-01-07 02:10:53.838538,2
127746,6.31,5.5,2022-01-04 07:05:24.111241,4
127746,7.22,6.4,2022-01-03 06:31:28.074881,6
127802,1.88,0.85,2022-01-03 20:51:11.550716,5
127804,7.67,6.9,2022-01-06 19:05:40.095401,3
127807,7.32,7.05,2022-01-01 16:48:45.533255,4
127818,3.67,2.62,2022-01-05 13:19:45.743857,6
127897,2.62,1.53,2022-01-05 01:14:26.924669,5
127919,7.21,6.06,2022-01-07 13:41:06.636666,1
127932,11.01,10.47,2022-01-03 10:39:36.239762,4
127942,5.28,4.5,2022-01-01 13:51:17.490775,1
127999,5.21,4.36,2022-01-07 03:58:43.535235,5
128015,9.48,8.07,2022-01-01 22:30:01.674017,2
128017,8.65,7.45,2022-01-03 19:53:43.292233,2
128035,3.56,1.81,2022-01-06 18:37:24.046440,2
128041,5.62,4.65,2022-01-04 14:50:52.758528,3
128059,7.69,6.88,2022-01-04 08:34:19.364594,4
128066,12.25,10.8,2022-01-05 01:24:50.306903,6
128091,7.4,6.86,2022-01-07 13:09:50.873909,6
128101,5.81,5.36,2022-01-01 16:28:54.929349,2
128226,3.23,1.92,2022-01-05 17:48:35.057151,3
128260,9.44,8.51,2022-01-07 21:19:39.695797,6
128311,4.01,3.22,2022-01-07 11:26:47.596076,2
128371,4.08,3.04,2022-01-03 05:08:43.481235,5
128380,9.07,7.63,2022-01-06 22:24:39.830798,2
128383,5.95,4.81,2022-01-02 13:22:53.233732,6
128388,2.33,1.71,2022-01-07 03:12:17.971380,3
128433,7.17,5.73,2022-01-04 02:47:26.260463,3
128455,10.13,8.31,2022-01-02 17:42:37.789578,2
128497,8.77,7.5,2022-01-02 04:40:18.792188,5
128511,7.9,5.95,2022-01-06 00:51:11.550716,3
128517,6.83,5.65,2022-01-03 17:58:29.927099,5
128519,6.48,4.96,2022-01-03 09:32:07.063271,1
128547,13.66,11.95,2022-01-07 08:39:42.935829,6
128552,7.27,6.43,2022-01-05 06:22:23.749437,3
128552,13.62,12.65,2022-01-02 03:50:25.434254,3
128554,6.23,5.23,2022-01-05 21:05:03.159032,2
128554,9.31,8.1,2022-01-02 03:38:15.346953,6
128627,5.54,5.06,2022-01-07 02:55:27.081271,4
128630,5.85,4.38,2022-01-01 20:28:15.184952,3
128638,2.19,0.52,2022-01-07 22:34:49.388894,4
128654,3.35,2.54,2022-01-05 13:15:10.557106,2
128683,4.22,3.43,2022-01-04 07:52:28.987490,3
128695,6.7,5.27,2022-01-06 07:21:08.040680,2
128739,6.28,5.07,2022-01-06 04:48:56.333363,2
128750,4.9,3.61,2022-01-06 18:28:47.369274,5
128765,7.9,6.86,2022-01-05 03:34:00.464405,2
128765,7.91,6.76,2022-01-03 11:14:42.260823,3
128782,4.52,3.12,2022-01-06 18:18:12.754928,6
128808,5.88,5.07,2022-01-05 06:30:21.114211,2
128849,6.6,5.87,2022-01-06 10:22:03.877239,3
128867,4.02,2.91,2022-01-05 23:37:03.634236,5
128869,6.34,6.26,2022-01-03 08:44:34.106741,1
128902,4.53,3.76,2022-01-07 15:39:25.331653,3
128952,7.77,6.56,2022-01-04 16:33:50.420304,3
129014,5.84,5.71,2022-01-02 06:27:29.176492,2
129018,8.33,7.46,2022-01-04 09:13:26.876069,1
129054,12.37,10.8,2022-01-05 00:06:01.587616,5
129068,8.7,7.59,2022-01-06 21:36:21.945819,1
129077,4.28,4.22,2022-01-03 12:20:07.884079,3
129086,5.48,4.72,2022-01-02 17:25:41.283413,4
129106,7.22,5.86,2022-01-02 21:31:29.046890,5
129151,11.06,9.78,2022-01-07 09:00:07.236072,6
129170,10.78,9.41,2022-01-06 18:03:42.266223,1
129196,3.0,1.46,2022-01-03 20:54:56.192962,3
129204,6.63,5.85,2022-01-04 13:23:04.897849,3
129240,9.76,8.62,2022-01-06 01:33:13.159932,5
129245,4.39,2.86,2022-01-04 07:19:26.519665,3
129247,9.78,8.63,2022-01-03 10:26:29.991900,1
129255,9.0,7.94,2022-01-06 08:43:13.321933,5
129266,6.83,6.12,2022-01-03 08:11:09.174692,1
129273,7.3,6.33,2022-01-03 09:52:48.211682,1
129354,4.58,3.97,2022-01-06 16:24:06.782468,6
129416,6.53,5.4,2022-01-07 14:10:01.998020,3
129420,9.18,8.1,2022-01-07 11:29:41.693817,4
129431,6.69,5.26,2022-01-03 04:25:51.327513,6
129456,3.48,2.63,2022-01-06 13:41:59.773198,3
129486,3.05,2.31,2022-01-02 09:02:18.133381,2
129488,6.28,5.47,2022-01-07 08:09:51.413914,3
129490,3.4,3.19,2022-01-02 23:53:39.836198,4
129541,2.54,1.87,2022-01-02 15:57:02.878229,3
129547,6.82,6.11,2022-01-02 03:25:25.947259,6
129584,10.59,10.45,2022-01-03 08:29:01.841418,6
129615,3.92,2.85,2022-01-07 05:30:55.350554,1
129619,6.12,4.69,2022-01-01 16:32:11.491315,5
129647,9.19,9.09,2022-01-05 02:13:41.888219,6
129660,6.56,5.21,2022-01-02 05:48:49.745297,4
129686,4.43,3.11,2022-01-05 17:45:07.263073,6
129724,8.72,7.78,2022-01-06 14:27:12.328323,5
129730,6.36,5.2,2022-01-06 00:13:11.431914,6
129734,6.15,5.88,2022-01-02 20:05:39.123391,1
129771,5.15,4.21,2022-01-03 13:47:55.744757,1
129775,7.24,6.82,2022-01-07 14:22:51.397714,2
129788,4.25,3.39,2022-01-05 05:03:06.949869,2
129825,3.76,2.24,2022-01-05 15:53:27.308073,5
129851,7.18,6.7,2022-01-02 23:56:50.782108,4
129865,3.08,2.01,2022-01-05 01:39:43.259833,6
129869,10.54,9.63,2022-01-02 07:43:12.565926,6
129896,9.28,8.14,2022-01-07 06:56:05.961660,5
129909,6.12,4.55,2022-01-04 12:51:49.135091,4
129917,7.94,6.12,2022-01-05 16:06:22.323823,3
129949,7.72,6.71,2022-01-07 04:47:12.652327,3
129993,4.17,2.58,2022-01-04 23:35:02.673027,2
130039,5.02,4.26,2022-01-02 08:14:05.864459,2
130064,8.86,8.24,2022-01-04 05:53:42.212222,5
130083,6.33,5.08,2022-01-06 15:01:55.885159,2
130102,7.18,6.65,2022-01-02 03:28:03.196832,4
130125,7.63,6.88,2022-01-05 19:58:02.062821,2
130131,8.64,7.6,2022-01-01 16:19:22.091621,3
130166,6.04,4.47,2022-01-05 06:41:01.344613,4
130180,6.48,5.01,2022-01-02 01:52:17.971380,5
130181,7.71,7.22,2022-01-03 21:14:01.868419,2
130190,7.39,7.11,2022-01-04 20:46:56.236162,1
130234,6.45,5.88,2022-01-05 14:04:02.138421,1
130305,7.2,6.88,2022-01-03 10:49:25.925659,2
130328,6.19,4.81,2022-01-02 15:59:12.047520,2
130343,6.1,5.73,2022-01-03 21:35:11.097111,3
130360,2.71,2.01,2022-01-02 21:16:58.558186,5
130377,1.28,0.39,2022-01-01 20:25:43.551436,5
130378,11.71,10.36,2022-01-05 13:31:38.982990,5
130389,7.26,6.9,2022-01-07 20:43:15.049950,5
130399,10.72,9.17,2022-01-07 11:38:40.835208,2
130421,4.04,2.85,2022-01-05 19:04:52.142921,2
130467,5.86,4.99,2022-01-07 12:31:50.755108,3
130503,8.16,7.69,2022-01-04 10:19:59.891999,6
130514,4.28,3.94,2022-01-02 09:10:09.882099,4
130516,4.2,3.44,2022-01-06 18:53:01.927819,4
130524,6.2,5.21,2022-01-07 15:49:26.249662,5
130596,0.71,0.35,2022-01-01 21:34:59.432994,4
130601,2.83,2.0,2022-01-05 03:13:53.012330,6
130630,5.94,4.86,2022-01-02 21:24:33.458735,6
130640,11.53,10.47,2022-01-05 03:37:56.338763,2
130651,7.55,6.52,2022-01-04 09:02:57.877779,1
130720,8.99,7.84,2022-01-04 21:53:18.019980,4
130739,5.96,5.07,2022-01-03 02:02:49.993700,3
130754,3.13,2.9,2022-01-03 09:53:16.291963,4
130754,7.19,5.69,2022-01-06 23:11:16.626766,3
130758,4.99,4.6,2022-01-03 20:42:40.489605,1
130790,9.96,8.9,2022-01-06 07:47:09.304293,5
130848,7.11,5.71,2022-01-03 10:17:53.314733,5
130863,4.98,2.71,2022-01-04 15:08:06.112861,2
130913,7.05,4.82,2022-01-06 07:12:53.827738,2
130916,7.03,5.56,2022-01-02 17:27:11.140311,6
130955,7.48,6.65,2022-01-06 11:59:47.039870,4
130956,4.2,2.97,2022-01-07 08:43:16.345963,5
130989,0.74,0.42,2022-01-02 08:16:15.033750,2
130998,6.77,5.01,2022-01-04 01:23:00.577806,3
131067,7.65,7.07,2022-01-07 03:22:24.505445,2
131071,8.09,6.36,2022-01-04 07:01:39.468995,5
131072,3.42,2.76,2022-01-05 04:51:47.407074,6
131092,13.92,13.44,2022-01-03 08:59:15.827558,4
131126,8.13,7.24,2022-01-04 13:20:44.496445,1
131132,5.86,5.09,2022-01-01 21:08:07.624876,4
131142,6.64,5.47,2022-01-02 10:20:55.620556,2
131168,8.62,7.94,2022-01-05 12:39:42.071821,1
131172,9.01,6.96,2022-01-06 00:59:08.915489,6
131193,6.74,4.38,2022-01-07 03:19:24.791648,4
131288,7.79,7.37,2022-01-03 06:48:13.348933,3
131297,7.83,6.64,2022-01-03 19:27:30.796508,5
131322,5.3,4.11,2022-01-05 00:24:56.030960,6
131335,3.96,3.96,2022-01-07 21:23:41.186212,2
131351,12.83,11.34,2022-01-06 13:03:48.422284,6
131406,7.12,5.77,2022-01-06 07:49:24.089641,2
131411,12.4,11.61,2022-01-04 11:57:09.358294,1
131420,5.21,4.39,2022-01-07 08:52:04.255243,4
131449,9.45,9.03,2022-01-02 21:42:48.589686,5
131464,5.28,4.29,2022-01-02 11:44:19.526595,4
131488,8.29,7.31,2022-01-04 00:28:48.881289,4
131513,6.51,5.65,2022-01-03 08:47:45.052651,4
131572,5.88,4.54,2022-01-05 00:50:23.598236,6
131600,10.64,9.95,2022-01-04 05:04:45.014850,1
131610,4.09,2.15,2022-01-06 07:34:36.752768,1
131623,7.92,6.86,2022-01-02 22:33:10.027900,4
131642,7.53,6.87,2022-01-03 19:15:54.405544,2
131690,7.18,5.57,2022-01-03 21:35:16.713167,1
131705,12.66,11.58,2022-01-04 23:05:39.231392,2
131725,8.36,7.17,2022-01-07 05:22:57.985780,2
131731,1.88,1.22,2022-01-03 04:34:50.468905,2
131734,6.04,5.78,2022-01-04 03:01:23.052831,3
131779,6.94,6.67,2022-01-02 01:36:45.706057,1
131789,6.25,5.96,2022-01-03 21:47:49.264693,5
131840,7.44,6.9,2022-01-05 09:38:51.851319,1
131913,7.66,6.07,2022-01-03 08:27:43.216632,5
131917,3.98,2.79,2022-01-06 17:47:53.152732,1
131930,3.97,2.81,2022-01-03 06:29:24.521645,1
131992,6.86,6.52,2022-01-03 22:14:01.760418,3
131994,11.14,9.5,2022-01-02 21:30:04.806048,1
132003,5.55,4.58,2022-01-05 03:45:59.319593,5
132005,3.47,2.77,2022-01-06 08:15:42.201422,4
132031,7.08,5.91,2022-01-05 10:27:15.352354,6
132043,9.02,8.22,2022-01-05 20:18:15.130951,4
132058,6.73,6.13,2022-01-07 12:26:53.104131,6
132077,3.71,2.92,2022-01-07 10:45:14.067141,6
132081,10.46,9.6,2022-01-02 04:23:05.437854,4
132085,7.69,6.9,2022-01-07 09:28:56.981370,2
132087,9.18,8.08,2022-01-02 18:53:57.224372,6
132116,5.18,4.95,2022-01-05 09:37:33.226532,5
132123,6.54,5.31,2022-01-06 08:17:12.058321,6
132123,10.42,8.68,2022-01-07 19:10:29.538295,5
132134,2.47,1.56,2022-01-06 21:32:48.535685,5
132141,7.3,5.93,2022-01-04 01:14:01.436414,1
132148,3.59,2.34,2022-01-04 12:20:38.988390,4
132163,2.82,2.06,2022-01-03 03:11:49.027090,6
132186,3.67,2.55,2022-01-04 08:04:05.378454,3
132196,7.38,6.37,2022-01-03 11:39:36.131761,1
132242,9.71,7.72,2022-01-04 17:06:07.959680,5
132250,7.99,6.87,2022-01-06 02:16:05.313653,6
132270,6.52,5.24,2022-01-05 03:46:21.783818,3
132274,4.3,2.18,2022-01-05 16:11:53.671137,2
132280,2.42,1.47,2022-01-07 23:43:03.493835,2
132281,4.35,4.34,2022-01-06 09:33:01.063811,3
132306,1.37,0.81,2022-01-07 06:05:22.059221,4
132307,3.17,3.02,2022-01-06 21:02:23.317433,5
132352,4.79,3.8,2022-01-06 03:16:16.437764,2
132371,10.31,9.31,2022-01-07 20:40:15.336153,2
132380,7.62,6.29,2022-01-02 02:14:17.744577,5
132393,4.97,3.52,2022-01-01 23:50:31.482315,6
132394,4.88,4.42,2022-01-06 18:46:34.419944,6
132410,4.92,4.6,2022-01-04 01:51:55.939159,2
132436,5.25,4.03,2022-01-07 23:46:42.520025,1
132457,5.85,5.37,2022-01-07 09:30:26.838268,3
132462,4.59,3.85,2022-01-04 06:59:30.299703,2
132473,8.97,7.56,2022-01-05 01:20:43.200432,5
132497,8.28,6.9,2022-01-05 10:56:16.329763,4
132499,11.61,10.47,2022-01-03 09:41:17.436774,1
132517,5.28,3.92,2022-01-03 23:34:37.184772,4
132527,7.38,6.36,2022-01-05 05:29:02.597426,1
132532,5.62,5.15,2022-01-07 15:54:35.132751,1
132536,7.23,5.97,2022-01-04 09:22:59.713797,6
132543,7.35,6.28,2022-01-03 10:24:15.206552,1
132549,6.77,5.31,2022-01-06 23:37:45.970660,3
132549,14.0,13.44,2022-01-03 08:14:08.888489,1
132561,4.8,3.92,2022-01-03 00:30:38.178382,2
132583,4.59,3.96,2022-01-04 01:24:30.434704,2
132593,9.42,8.39,2022-01-02 00:34:14.180542,3
132596,8.24,7.34,2022-01-07 11:14:48.740887,4
132607,3.18,2.46,2022-01-01 14:28:04.600846,5
132611,7.15,5.6,2022-01-03 01:22:29.473495,3
132616,8.07,6.82,2022-01-05 02:11:43.951040,4
132625,9.8,8.94,2022-01-07 15:36:25.617856,4
132705,7.08,5.85,2022-01-07 23:42:07.333273,5
132711,7.24,5.32,2022-01-05 00:03:18.721987,2
132734,6.65,6.45,2022-01-03 05:20:03.024030,2
132742,7.61,6.71,2022-01-03 01:14:15.260553,5
132746,12.31,11.15,2022-01-03 04:57:57.634776,3
132754,5.39,4.02,2022-01-02 10:07:43.756638,1
132788,5.33,5.23,2022-01-04 07:29:27.437674,5
132788,5.43,3.99,2022-01-03 12:03:33.842138,2
132815,7.9,7.11,2022-01-07 13:20:08.640086,6
132847,7.57,6.23,2022-01-06 07:22:26.665467,2
132852,8.45,7.72,2022-01-07 22:38:22.799028,4
132888,4.74,3.64,2022-01-07 12:53:56.144361,5
132925,5.84,4.78,2022-01-01 16:24:19.742597,5
132926,8.3,7.61,2022-01-04 15:18:23.879039,5
132991,9.02,8.07,2022-01-05 08:46:54.940149,6
133008,5.53,5.38,2022-01-02 17:06:41.224012,2
133022,5.33,3.87,2022-01-04 16:13:48.584286,3
133073,5.53,4.45,2022-01-04 17:37:57.418774,3
133078,10.15,9.02,2022-01-03 14:01:24.456845,3
133086,4.95,3.58,2022-01-06 02:48:34.085141,2
133112,10.7,9.38,2022-01-05 15:59:21.119611,4
133114,8.17,6.12,2022-01-07 06:38:58.223382,3
133116,0.8,0.14,2022-01-06 22:07:48.940689,6
133201,4.03,3.84,2022-01-02 01:33:01.063811,3
133217,6.88,6.03,2022-01-04 01:19:27.167672,2
133243,8.22,7.12,2022-01-04 09:50:02.754028,5
133258,5.93,5.16,2022-01-03 07:17:25.558456,6
133261,5.24,4.55,2022-01-07 04:34:51.332913,3
133300,7.28,6.84,2022-01-01 12:32:34.387544,3
133303,8.23,6.96,2022-01-01 16:40:48.168482,4
133314,6.72,6.15,2022-01-03 16:08:19.828998,4
133322,5.78,3.69,2022-01-07 09:04:25.574656,2
133328,8.1,6.85,2022-01-07 15:31:22.350824,2
133356,10.84,9.29,2022-01-03 21:22:27.313473,2
133362,11.75,10.26,2022-01-03 09:04:47.174872,1
133365,3.99,2.66,2022-01-07 21:54:23.252633,6
133391,3.16,1.7,2022-01-07 17:25:56.403564,4
133407,5.81,5.24,2022-01-01 16:35:44.901449,6
133426,6.47,5.34,2022-01-04 23:26:25.995860,4
133454,7.05,5.49,2022-01-02 03:24:01.706417,2
133459,6.93,5.94,2022-01-02 01:28:53.957340,6
133476,1.1,0.03,2022-01-07 23:35:00.513005,4
133480,8.49,7.65,2022-01-06 06:27:18.808388,2
133502,2.59,1.53,2022-01-07 22:50:38.502385,1
133523,5.32,4.22,2022-01-05 10:09:22.685627,1
133556,8.71,8.18,2022-01-02 23:02:11.005310,3
133588,6.14,5.2,2022-01-01 14:22:55.717757,5
133591,4.29,3.17,2022-01-02 05:10:04.698047,5
133596,3.8,3.34,2022-01-01 14:58:12.970930,1
133614,5.74,5.04,2022-01-07 04:50:34.830348,3
133632,3.28,2.65,2022-01-04 00:37:42.406624,2
133633,12.37,12.01,2022-01-07 10:28:56.873369,6
133641,7.16,6.53,2022-01-02 17:51:08.850689,6
133675,6.02,5.69,2022-01-04 15:03:19.693997,2
133681,6.59,5.9,2022-01-07 09:47:00.880209,1
133687,6.33,4.64,2022-01-02 09:17:05.470255,2
133696,7.73,6.55,2022-01-02 13:28:18.964990,5
133724,8.95,7.78,2022-01-01 13:10:56.970570,4
133724,9.4,8.91,2022-01-01 22:07:22.588426,2
133735,11.74,10.56,2022-01-01 18:34:26.060661,5
133750,5.48,3.55,2022-01-06 08:32:27.475475,3
133751,7.09,6.2,2022-01-04 20:49:22.253623,2
133756,5.03,3.21,2022-01-01 19:19:21.767618,6
133762,10.32,9.89,2022-01-05 22:11:19.326793,1
133788,9.28,7.99,2022-01-05 23:34:32.000720,2
133896,10.41,8.86,2022-01-05 06:02:16.297363,3
133931,9.4,8.65,2022-01-05 01:00:52.596526,1
133933,6.7,6.4,2022-01-06 02:21:31.044910,3
133981,6.72,5.66,2022-01-06 10:34:47.660877,4
133990,2.06,1.55,2022-01-04 00:20:34.668347,3
133996,7.22,7.05,2022-01-03 00:28:29.009090,3
134000,8.34,8.1,2022-01-07 19:30:20.142201,5
134028,7.37,5.38,2022-01-02 20:34:06.404464,4
134047,0.72,0.1,2022-01-03 01:05:16.119161,5
134051,7.93,6.77,2022-01-03 23:30:58.158582,4
134067,5.96,5.13,2022-01-05 20:16:11.577716,1
134072,5.79,4.72,2022-01-07 22:39:18.959590,4
134103,6.37,5.07,2022-01-07 00:06:30.099901,4
134108,5.37,4.2,2022-01-03 22:08:58.493385,5
134110,3.08,1.72,2022-01-06 10:16:43.762038,1
134138,6.73,5.0,2022-01-03 20:19:38.939789,6
134146,5.07,4.53,2022-01-04 10:00:20.520205,4
134161,7.56,6.59,2022-01-04 07:31:25.374854,1
134163,9.97,8.63,2022-01-04 21:01:15.492755,2
134187,3.67,3.4,2022-01-04 12:18:24.203042,3
134217,7.71,7.13,2022-01-02 06:29:49.577896,3
134248,4.2,3.32,2022-01-07 00:32:53.827738,1
134265,6.33,4.72,2022-01-05 14:29:18.473585,3
134339,4.0,2.06,2022-01-07 16:03:34.274143,6
134349,6.9,5.78,2022-01-06 07:05:13.311133,5
134391,11.22,10.22,2022-01-03 15:50:27.162272,5
134393,6.68,5.63,2022-01-06 15:27:45.916659,2
134403,5.4,4.72,2022-01-02 12:01:10.416704,6
134426,7.5,5.94,2022-01-05 03:28:12.268923,2
134456,8.96,7.95,2022-01-04 15:28:07.948879,1
134467,10.16,8.94,2022-01-03 20:34:26.276663,4
134528,11.14,9.66,2022-01-03 11:26:24.267843,6
134566,4.31,3.37,2022-01-01 18:24:36.374764,3
134567,2.06,0.78,2022-01-06 12:42:16.729367,4
134581,7.73,6.79,2022-01-04 17:06:30.423904,1
134625,4.05,3.34,2022-01-02 10:46:34.419944,4
134645,4.46,3.3,2022-01-07 22:46:37.011970,4
134675,3.63,3.48,2022-01-02 20:02:28.177482,2
134707,9.73,8.33,2022-01-06 08:58:51.203312,5
134766,5.05,4.39,2022-01-02 04:12:30.823508,5
134777,6.29,4.97,2022-01-05 03:56:45.166052,6
134777,7.24,6.03,2022-01-04 03:36:00.993610,2
134778,11.3,9.84,2022-01-06 10:48:16.372964,1
134856,7.5,6.31,2022-01-03 22:34:42.908829,2
134897,8.24,7.45,2022-01-05 08:05:32.643326,3
134902,5.88,5.22,2022-01-02 12:02:29.041490,6
134941,9.24,8.54,2022-01-05 16:36:02.613626,4
134944,4.19,2.44,2022-01-06 14:35:32.157322,1
134951,8.14,7.29,2022-01-03 22:58:51.851319,2
134971,3.37,2.78,2022-01-03 04:09:34.133741,4
135031,3.52,2.21,2022-01-07 05:08:21.881019,4
135042,4.22,3.1,2022-01-06 02:59:25.547655,1
135062,8.09,7.59,2022-01-01 23:28:09.244892,4
135098,3.68,3.11,2022-01-02 22:38:30.143101,2
135123,5.64,5.29,2022-01-02 21:00:07.668077,1
135136,9.37,7.67,2022-01-03 22:05:13.851139,2
135147,7.13,6.15,2022-01-02 17:12:23.803438,6
135167,6.84,5.98,2022-01-04 20:42:15.433354,6
135200,1.74,1.08,2022-01-01 15:55:46.845468,2
135204,2.53,1.12,2022-01-05 21:19:05.567456,6
135213,6.61,6.3,2022-01-07 10:27:38.248582,4
135233,3.55,2.69,2022-01-06 23:45:26.487265,5
135234,6.29,5.23,2022-01-02 01:42:56.365764,2
135285,6.47,4.84,2022-01-04 21:22:19.105391,5
135293,8.0,7.41,2022-01-05 19:43:31.574116,2
135321,13.36,11.39,2022-01-07 06:27:33.064531,6
135327,7.45,6.92,2022-01-06 19:21:17.976780,6
135334,6.86,5.63,2022-01-03 02:34:45.068851,1
135353,6.06,5.43,2022-01-03 22:06:04.395644,6
135401,9.8,9.25,2022-01-06 11:28:48.125281,1
135406,1.53,0.5,2022-01-02 21:09:23.657637,4
135413,5.49,4.33,2022-01-02 14:07:37.708577,4
135452,3.69,2.93,2022-01-01 15:14:47.012870,1
135452,6.45,4.5,2022-01-05 20:27:42.352624,6
135457,11.17,10.11,2022-01-02 12:06:47.380074,5
135474,4.59,3.0,2022-01-03 02:20:08.964090,3
135479,8.62,8.51,2022-01-07 21:22:22.561426,2
135504,9.93,7.98,2022-01-05 15:16:34.581946,1
135616,1.36,0.61,2022-01-07 01:54:25.412654,2
135617,8.32,7.8,2022-01-07 20:02:43.297633,6
135684,9.15,7.47,2022-01-03 06:46:54.724147,2
135737,6.99,6.44,2022-01-07 06:37:45.214652,2
135769,4.48,3.17,2022-01-02 10:30:11.610116,3
135860,9.0,7.38,2022-01-06 19:11:11.442714,6
135872,3.92,2.88,2022-01-06 10:25:59.751598,5
135917,4.98,3.62,2022-01-04 06:09:36.941769,5
135918,7.89,7.58,2022-01-04 15:37:01.474215,5
135950,5.27,5.05,2022-01-03 20:03:44.210242,3
135979,10.56,9.58,2022-01-05 20:43:37.082171,4
135988,1.4,0.59,2022-01-06 18:17:05.362254,4
135989,8.94,7.96,2022-01-02 19:35:41.985420,3
136001,6.02,5.52,2022-01-04 09:10:49.626496,6
136006,12.62,11.42,2022-01-05 05:15:00.189002,1
136007,5.44,4.41,2022-01-03 09:14:08.780488,3
136033,4.22,2.79,2022-01-02 16:12:51.991720,4
136042,5.43,5.0,2022-01-02 16:32:03.283233,2
136046,3.42,1.83,2022-01-02 13:06:30.423904,6
136048,6.7,5.81,2022-01-05 06:59:16.475565,3
136048,10.09,9.49,2022-01-06 05:55:34.965350,1
136116,6.48,5.67,2022-01-07 13:18:16.318963,6
136141,7.31,6.45,2022-01-04 08:47:53.692737,3
136178,2.23,1.2,2022-01-05 14:44:45.122851,2
136179,10.69,9.74,2022-01-01 23:59:53.087931,4
136205,5.21,4.38,2022-01-02 17:58:15.670957,4
136215,1.33,0.18,2022-01-01 22:57:55.258753,3
136221,6.37,4.96,2022-01-01 13:39:24.251643,5
136241,5.28,4.72,2022-01-06 17:05:23.463235,6
136242,9.68,9.2,2022-01-07 18:06:33.771938,4
136280,11.28,9.26,2022-01-04 07:13:15.859959,1
136282,9.05,7.95,2022-01-07 15:40:27.108271,6
136301,6.8,5.46,2022-01-04 12:23:38.702187,5
136307,3.43,3.28,2022-01-05 11:04:19.310593,3
136309,6.6,4.21,2022-01-01 23:39:34.403744,1
136322,3.86,3.23,2022-01-06 20:19:42.395824,5
136324,14.1,13.2,2022-01-04 07:28:25.661057,1
136334,6.27,4.73,2022-01-04 11:22:08.953290,4
136342,11.0,10.31,2022-01-06 15:26:16.059761,3
136389,3.75,1.51,2022-01-05 03:00:52.380524,1
136396,8.77,7.88,2022-01-07 17:02:49.237692,5
136402,9.07,8.28,2022-01-06 15:18:01.846818,3
136430,3.02,1.95,2022-01-06 01:57:55.798758,2
136451,3.82,3.03,2022-01-05 02:03:46.586266,1
136458,3.68,3.1,2022-01-04 02:32:44.539645,5
136475,6.01,5.09,2022-01-07 13:35:18.441184,2
136577,9.32,8.51,2022-01-03 08:37:55.366754,1
136578,6.86,6.1,2022-01-06 16:03:53.714337,1
136585,6.52,5.14,2022-01-07 19:33:36.704167,2
136612,3.99,3.2,2022-01-01 21:05:02.295023,3
136623,10.53,9.45,2022-01-07 23:17:35.926559,6
136658,6.84,5.15,2022-01-06 17:05:51.543515,1
136688,8.82,7.36,2022-01-06 09:47:03.472235,1
136721,4.92,4.88,2022-01-04 07:25:03.483035,3
136731,4.71,4.4,2022-01-05 20:27:47.968680,1
136735,7.09,5.93,2022-01-04 22:06:29.883899,5
136762,5.09,4.04,2022-01-03 11:06:11.199712,2
136811,9.17,7.09,2022-01-04 06:02:18.889389,1
136813,12.06,10.58,2022-01-07 17:13:01.387814,6
